,Unnamed: 0.1,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,rooms,bus_stop,subway,park,school,police,hospital,Almagro,Barrio Norte,Belgrano,Caballito,Flores,Palermo,Recoleta,San Telmo,Villa Crespo,Villa Urquiza,_parrilla,_gimnasio,_sum,_pileta,_hidromasaje,_vigilancia,_playrooom,_cancha,_solarium,_al_frente,_nuevo?,_lavadero,_aire,_calefaccion,_luminoso,_garage,_balcon,_baulera,_terraza
10356,79984,130688.0,41.0,35.0,3187.512195121951,3733.942857142857,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10357,79985,140089.0,51.0,46.0,2746.843137254902,3045.413043478261,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
10358,79988,99900.0,37.0,31.0,2700.0,3222.5806451612902,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
10359,79990,76000.0,36.0,34.0,2111.1111111111113,2235.294117647059,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10360,79995,156000.0,60.0,48.0,2600.0,3250.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
10361,79998,74500.0,37.0,35.0,2013.5135135135129,2128.5714285714284,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10362,80000,163000.0,61.0,32.0,2672.1311475409834,5093.75,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
10363,80007,158000.0,60.0,48.0,2633.333333333333,3291.666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
10364,80009,154500.0,85.0,72.0,1817.6470588235293,2145.833333333333,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10365,80014,630000.0,140.0,126.0,4500.0,5000.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0
10366,80022,165000.0,60.0,48.0,2750.0,3437.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
10367,80024,151000.0,87.0,70.0,1735.632183908046,2157.1428571428573,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10368,80035,430000.0,124.0,113.0,3467.7419354838707,3805.309734513273,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
10369,80038,146000.0,80.0,68.0,1825.0,2147.0588235294117,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
10370,80042,230000.0,121.0,115.0,1900.826446280992,2000.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
10372,80052,120000.0,73.0,52.0,1643.835616438356,2307.692307692308,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
10373,80053,290000.0,98.0,89.0,2959.183673469388,3258.426966292135,3.0,5.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
10376,80068,915000.0,243.0,220.0,3765.4320987654323,4159.090909090909,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0
10379,80097,268000.0,108.0,108.0,2481.481481481481,2481.481481481481,3.0,9.0,0.0,6.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
10382,80127,103000.0,40.0,34.0,2575.0,3029.4117647058824,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
10383,80138,112000.0,40.0,34.0,2800.0,3294.1176470588234,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
10384,80145,362000.0,120.0,90.0,3016.666666666666,4022.222222222222,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1
10385,80146,290000.0,121.0,121.0,2396.694214876033,2396.694214876033,4.0,10.0,0.0,1.0,2.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0
10386,80149,85000.0,42.0,42.0,2023.8095238095239,2023.8095238095239,1.0,7.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10389,80174,450000.0,83.0,76.0,5421.686746987953,5921.0526315789475,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0
10390,80182,125000.0,41.0,38.0,3048.780487804879,3289.4736842105267,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
10392,80188,335000.0,244.0,98.0,1372.950819672131,3418.3673469387754,8.0,12.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0
10393,80194,230000.0,80.0,66.0,2875.0,3484.848484848485,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1
10394,80201,155000.0,46.0,43.0,3369.5652173913045,3604.6511627906975,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0
10395,80208,1600000.0,440.0,380.0,3636.363636363637,4210.526315789473,14.0,3.0,0.0,0.0,4.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1
10397,80216,73786.0,36.0,36.0,2049.6111111111113,2049.6111111111113,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
10398,80219,1600000.0,440.0,380.0,3636.363636363637,4210.526315789473,14.0,3.0,0.0,0.0,4.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1
10399,80237,80000.0,50.0,50.0,1600.0,1600.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
10400,80238,73524.0,36.0,36.0,2042.333333333333,2042.333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
10401,80245,150000.0,30.0,30.0,5000.0,5000.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10402,80249,74794.0,37.0,37.0,2021.45945945946,2021.45945945946,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
10403,80250,220000.0,80.0,75.0,2750.0,2933.333333333333,3.0,5.0,0.0,0.0,3.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
10404,80256,92000.0,41.0,36.0,2243.902439024391,2555.555555555556,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
10405,80259,81887.0,40.0,36.0,2047.175,2274.6388888888887,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
10406,80261,210000.0,115.0,109.0,1826.0869565217392,1926.605504587156,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
10407,80273,480000.0,123.0,114.0,3902.439024390244,4210.526315789473,4.0,0.0,0.0,3.0,2.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0
10408,80278,82295.0,40.0,36.0,2057.375,2285.972222222222,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
10409,80279,104500.0,41.0,38.0,2548.780487804879,2750.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
10410,80281,470000.0,148.0,138.0,3175.6756756756763,3405.7971014492755,5.0,9.0,0.0,6.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0
10411,80288,82906.0,40.0,37.0,2072.65,2240.7027027027025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
10412,80290,92400.0,41.0,38.0,2253.6585365853657,2431.578947368421,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
10413,80294,140000.0,48.0,41.0,2916.666666666666,3414.634146341464,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
10414,80301,72184.0,37.0,33.0,1950.918918918919,2187.3939393939395,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
10415,80303,95000.0,42.0,38.0,2261.904761904762,2500.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
10416,80306,112000.0,40.0,40.0,2800.0,2800.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
10417,80313,73053.0,37.0,33.0,1974.4054054054047,2213.7272727272725,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
10418,80314,128000.0,50.0,50.0,2560.0,2560.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0
10419,80316,230000.0,91.0,83.0,2527.4725274725274,2771.0843373493976,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0
10420,80321,219000.0,45.0,39.0,4866.666666666667,5615.384615384615,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1
10421,80326,90000.0,41.0,36.0,2195.121951219512,2500.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
10422,80327,179000.0,51.0,46.0,3509.803921568628,3891.304347826087,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0
10423,80329,72667.0,37.0,33.0,1963.972972972973,2202.030303030303,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
10424,80345,72087.0,37.0,33.0,1948.2972972972973,2184.4545454545455,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
10425,80346,450000.0,90.0,85.0,5000.0,5294.117647058823,3.0,4.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1
10426,80353,114000.0,36.0,36.0,3166.666666666666,3166.666666666666,1.0,9.0,0.0,0.0,2.0,0.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
10427,80357,150000.0,30.0,30.0,5000.0,5000.0,1.0,23.0,1.0,3.0,3.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10428,80360,132000.0,38.0,34.0,3473.684210526316,3882.3529411764707,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0
10429,80366,308000.0,118.0,102.0,2610.169491525424,3019.6078431372553,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
10430,80370,910000.0,139.0,126.0,6546.7625899280565,7222.222222222223,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
10431,80372,160000.0,95.0,95.0,1684.2105263157896,1684.2105263157896,3.0,2.0,0.0,1.0,2.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
10432,80375,390000.0,203.0,183.0,1921.182266009852,2131.1475409836066,7.0,4.0,0.0,3.0,2.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
10433,80377,92128.0,42.0,38.0,2193.5238095238096,2424.421052631579,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
10434,80385,112700.0,49.0,44.0,2300.0,2561.3636363636365,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
10435,80392,100000.0,68.0,49.0,1470.588235294117,2040.8163265306125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
10436,80400,1090000.0,127.0,127.0,8582.677165354331,8582.677165354331,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
10437,80410,430000.0,157.0,157.0,2738.853503184713,2738.853503184713,5.0,14.0,0.0,7.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
10438,80411,715000.0,300.0,280.0,2383.333333333333,2553.5714285714284,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1
10439,80416,105045.0,44.0,39.0,2387.3863636363635,2693.4615384615386,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
10440,80417,318000.0,114.0,114.0,2789.4736842105267,2789.4736842105267,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10441,80418,208000.0,136.0,133.0,1529.411764705883,1563.9097744360904,4.0,18.0,0.0,0.0,4.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
10442,80427,69900.0,25.0,25.0,2796.0,2796.0,1.0,11.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
10443,80439,95000.0,22.0,22.0,4318.181818181818,4318.181818181818,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10444,80441,260000.0,93.0,84.0,2795.698924731182,3095.238095238096,3.0,13.0,0.0,4.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0
10445,80447,1500000.0,398.0,298.0,3768.844221105528,5033.557046979866,13.0,7.0,0.0,3.0,2.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1
10446,80466,535000.0,130.0,98.0,4115.384615384615,5459.183673469388,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1
10447,80471,84240.0,36.0,33.0,2340.0,2552.7272727272725,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
10448,80484,88560.0,36.0,33.0,2460.0,2683.6363636363635,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
10449,80491,138000.0,63.0,61.0,2190.4761904761904,2262.2950819672133,2.0,6.0,1.0,0.0,3.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
10450,80498,84240.0,36.0,33.0,2340.0,2552.7272727272725,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
10451,80500,250000.0,88.0,84.0,2840.909090909091,2976.190476190476,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
10452,80505,130000.0,58.0,43.0,2241.3793103448274,3023.255813953489,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1
10453,80510,256000.0,80.0,75.0,3200.0,3413.333333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
10454,80512,395000.0,160.0,132.0,2468.75,2992.4242424242425,5.0,6.0,0.0,3.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
10455,80515,87480.0,36.0,33.0,2430.0,2650.909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
10456,80522,199000.0,87.0,44.0,2287.3563218390805,4522.727272727273,3.0,1.0,0.0,6.0,5.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
10457,80529,440000.0,75.0,71.0,5866.666666666668,6197.183098591549,2.0,5.0,0.0,4.0,2.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
10458,80532,88560.0,36.0,33.0,2460.0,2683.6363636363635,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
10459,80540,78000.0,30.0,30.0,2600.0,2600.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10460,80545,99000.0,33.0,33.0,3000.0,3000.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0
10461,80548,116536.0,47.0,44.0,2479.489361702128,2648.5454545454545,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
10462,80552,325000.0,129.0,115.0,2519.3798449612405,2826.086956521739,4.0,12.0,1.0,0.0,2.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
10463,80559,117970.0,47.0,44.0,2510.0,2681.1363636363635,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
10464,80561,835000.0,127.0,127.0,6574.8031496063,6574.8031496063,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
10465,80566,250000.0,90.0,90.0,2777.777777777778,2777.777777777778,3.0,3.0,1.0,2.0,1.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
10466,80570,130000.0,60.0,50.0,2166.6666666666665,2600.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
10467,80574,119404.0,47.0,44.0,2540.5106382978724,2713.7272727272725,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
10468,80590,120838.0,47.0,44.0,2571.021276595745,2746.318181818182,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
10469,80594,175000.0,42.0,40.0,4166.666666666667,4375.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0
10470,80605,122272.0,47.0,44.0,2601.531914893617,2778.909090909091,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
10471,80609,225000.0,67.0,67.0,3358.2089552238813,3358.2089552238813,2.0,7.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
10472,80611,298000.0,154.0,124.0,1935.064935064935,2403.2258064516127,5.0,3.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10473,80616,498000.0,226.0,222.0,2203.539823008849,2243.2432432432433,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
10474,80617,123706.0,47.0,44.0,2632.042553191489,2811.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
10475,80630,120925.0,49.0,41.0,2467.857142857143,2949.390243902439,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
10476,80634,115000.0,50.0,44.0,2300.0,2613.6363636363635,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
10477,80642,122413.0,49.0,41.0,2498.2244897959185,2985.682926829268,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
10478,80646,98000.0,41.0,38.0,2390.243902439024,2578.9473684210525,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
10479,80647,109000.0,47.0,44.0,2319.148936170213,2477.2727272727275,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0
10480,80656,575000.0,91.0,87.0,6318.681318681321,6609.19540229885,3.0,5.0,0.0,4.0,2.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
