,Unnamed: 0.1,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,rooms,bus_stop,subway,park,school,police,hospital,Almagro,Barrio Norte,Belgrano,Caballito,Flores,Palermo,Recoleta,San Telmo,Villa Crespo,Villa Urquiza,_parrilla,_gimnasio,_sum,_pileta,_hidromasaje,_vigilancia,_playrooom,_cancha,_solarium,_al_frente,_nuevo?,_lavadero,_aire,_calefaccion,_luminoso,_garage,_balcon,_baulera,_terraza
306,4709,128000.0,36.0,36.0,3555.5555555555557,3555.555555555556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
307,4710,128000.0,36.0,36.0,3555.5555555555557,3555.555555555556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
308,4711,90000.0,25.0,25.0,3600.0,3600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
309,4712,123500.0,36.0,36.0,3430.5555555555557,3430.555555555556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
310,4713,123500.0,36.0,36.0,3430.5555555555557,3430.555555555556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
311,4714,124500.0,36.0,36.0,3458.3333333333335,3458.333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
312,4715,124500.0,36.0,36.0,3458.3333333333335,3458.333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
313,4716,87100.0,25.0,25.0,3484.0,3484.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
314,4717,163700.0,43.0,43.0,3806.9767441860463,3806.9767441860467,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
315,4750,269000.0,115.0,115.0,2339.1304347826085,2339.1304347826085,5.0,18.0,0.0,0.0,3.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
316,4759,121966.0,49.0,49.0,2489.1020408163267,2489.1020408163267,2.0,6.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1
317,4763,119689.0,53.0,53.0,2258.2830188679245,2258.2830188679245,2.0,12.0,0.0,0.0,5.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
318,4829,480000.0,188.0,143.0,2553.191489361701,3356.643356643357,5.0,3.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1
319,4830,480000.0,188.0,143.0,2553.191489361701,3356.643356643357,5.0,3.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1
320,4834,135000.0,76.0,71.0,1776.3157894736844,1901.4084507042248,2.0,18.0,0.0,6.0,2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
322,4926,104500.0,38.0,31.0,2750.0,3370.967741935484,1.0,6.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1
323,4927,510000.0,165.0,155.0,3090.909090909091,3290.322580645161,4.0,6.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1
324,4928,221000.0,74.0,67.0,2986.4864864864867,3298.5074626865667,3.0,6.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1
325,4942,175404.0,75.0,65.0,2338.72,2698.523076923077,3.0,6.0,0.0,0.0,4.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1
326,4997,138482.09,115.0,115.0,1204.1920869565217,21471.34782608696,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
327,4998,332320.85,121.0,121.0,2746.4533057851236,48970.63636363637,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
328,5096,112000.0,50.0,48.0,2240.0,2333.333333333333,2.0,2.0,0.0,0.0,3.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
329,5127,187000.0,89.0,78.0,2101.123595505618,2397.435897435897,4.0,2.0,0.0,0.0,2.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0
330,5133,116000.0,51.0,51.0,2274.5098039215686,2274.509803921569,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
331,5134,119500.0,50.0,50.0,2390.0,2390.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
332,5135,121000.0,57.0,57.0,2122.8070175438597,2122.8070175438597,2.0,3.0,0.0,1.0,2.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
333,5136,175000.0,65.0,65.0,2692.3076923076924,2692.3076923076924,3.0,9.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
334,5161,156000.0,53.0,53.0,2943.396226415094,2943.396226415094,3.0,7.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0
335,5197,88000.0,38.0,34.0,2315.7894736842104,2588.2352941176473,1.0,4.0,0.0,2.0,2.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
336,5209,150000.0,94.0,64.0,1595.7446808510638,2343.75,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
340,5229,265000.0,55.0,51.0,4818.181818181818,5196.078431372549,2.0,9.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
341,5232,124000.0,45.0,45.0,2755.555555555556,2755.555555555556,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1
342,5233,170000.0,54.0,50.0,3148.1481481481487,3400.0,1.0,5.0,0.0,2.0,2.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
343,5235,130000.0,42.0,40.0,3095.238095238096,3250.0,1.0,13.0,0.0,2.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
344,5242,96000.0,33.0,31.0,2909.090909090909,3096.7741935483873,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
345,5243,330000.0,118.0,114.0,2796.610169491525,2894.7368421052643,5.0,8.0,1.0,2.0,3.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
346,5245,67000.0,28.0,23.0,2392.857142857143,2913.043478260869,2.0,12.0,1.0,1.0,3.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
347,5246,530000.0,135.0,125.0,3925.925925925926,4240.0,3.0,17.0,0.0,2.0,4.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
348,5247,170000.0,47.0,47.0,3617.0212765957453,3617.0212765957453,2.0,7.0,0.0,1.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
349,5265,167000.0,64.0,64.0,2609.375,2609.375,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1
350,5279,108812.2,41.0,41.0,2653.9560975609756,47321.365853658535,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1
351,5285,1200000.0,434.0,434.0,2764.9769585253457,2764.976958525345,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0
352,5290,149500.0,102.0,102.0,1465.686274509804,1465.686274509804,4.0,6.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,5295,370000.0,76.0,76.0,4868.421052631579,4868.421052631579,3.0,13.0,0.0,2.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0
354,5309,229000.0,93.0,93.0,2462.3655913978496,2462.3655913978496,4.0,12.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0
355,5313,120000.0,56.0,56.0,2142.8571428571427,2142.8571428571427,2.0,3.0,0.0,0.0,4.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
356,5317,520000.0,175.0,149.0,2971.4285714285716,3489.93288590604,5.0,5.0,1.0,1.0,3.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
357,5333,205000.0,110.0,110.0,1863.6363636363642,1863.6363636363642,4.0,20.0,1.0,2.0,5.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
358,5337,160000.0,44.0,41.0,3636.363636363637,3902.439024390244,2.0,2.0,0.0,2.0,3.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
360,5352,160000.0,160.0,63.0,1000.0,2539.6825396825398,4.0,3.0,0.0,2.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
361,5355,160000.0,160.0,63.0,1000.0,2539.6825396825398,4.0,3.0,0.0,2.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
362,5399,155000.0,76.0,73.0,2039.4736842105265,2123.287671232877,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
364,5405,69900.0,29.0,29.0,2410.344827586207,2410.344827586207,1.0,16.0,0.0,11.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
365,5415,480000.0,110.0,110.0,4363.636363636364,4363.636363636364,3.0,2.0,0.0,8.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
367,5434,218000.0,73.0,65.0,2986.301369863014,3353.8461538461547,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
368,5440,220000.0,97.0,87.0,2268.041237113402,2528.735632183908,4.0,8.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0
369,5441,200600.0,50.0,41.0,4012.0,4892.682926829269,2.0,1.0,0.0,2.0,3.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0
370,5442,185900.0,43.0,38.0,4323.2558139534885,4892.105263157895,2.0,1.0,0.0,2.0,3.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0
371,5443,560000.0,130.0,120.0,4307.692307692308,4666.666666666667,4.0,5.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
372,5444,110000.0,55.0,50.0,2000.0,2200.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
373,5449,72000.0,36.0,30.0,2000.0,2400.0,1.0,11.0,0.0,13.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
374,5450,110000.0,60.0,58.0,1833.333333333333,1896.551724137931,3.0,23.0,2.0,0.0,3.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
375,5451,80000.0,42.0,40.0,1904.7619047619046,2000.0,2.0,7.0,0.0,0.0,5.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,5454,195000.0,75.0,75.0,2600.0,2600.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
377,5455,350000.0,244.0,97.0,1434.4262295081967,3608.2474226804134,4.0,19.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
378,5459,190000.0,75.0,70.0,2533.333333333333,2714.285714285714,2.0,8.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1
379,5489,84000.0,37.0,37.0,2270.2702702702704,2270.2702702702704,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
380,5496,145600.0,52.0,49.0,2800.0,2971.4285714285716,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
381,5497,1600000.0,400.0,400.0,4000.0,4000.0,4.0,5.0,0.0,3.0,1.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1
382,5498,328000.0,52.0,52.0,6307.692307692309,6307.692307692309,2.0,11.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1
383,5500,2200000.0,230.0,230.0,9565.217391304348,9565.217391304348,4.0,0.0,0.0,7.0,2.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0
384,5501,680000.0,220.0,220.0,3090.909090909091,3090.909090909091,5.0,10.0,2.0,0.0,5.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
385,5544,130000.0,42.0,42.0,3095.238095238096,3095.238095238096,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
386,5572,16208.18,183.0,112.0,88.5692896174863,2580.357142857143,6.0,7.0,0.0,0.0,5.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
387,5584,680000.0,157.0,157.0,4331.210191082802,4331.210191082802,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
388,5644,70000.0,30.0,30.0,2333.333333333333,2333.333333333333,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
389,5645,89000.0,42.0,42.0,2119.0476190476197,2119.0476190476197,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
390,5663,399000.0,144.0,135.0,2770.833333333333,2955.555555555556,5.0,9.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1
391,5666,225000.0,74.0,64.0,3040.540540540541,3515.625,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
392,5692,130000.0,62.0,60.0,2096.7741935483873,2166.6666666666665,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
393,5694,74500.0,43.0,43.0,1732.5581395348838,1732.5581395348838,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
394,5698,110000.0,45.0,45.0,2444.4444444444443,2444.444444444445,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
395,5699,110000.0,45.0,45.0,2444.4444444444443,2444.444444444445,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
397,5728,120000.0,52.0,47.0,2307.692307692308,2553.191489361701,2.0,13.0,0.0,1.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0
398,5751,69900.0,29.0,29.0,2410.344827586207,2410.344827586207,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1
399,5753,83900.0,40.0,40.0,2097.5,2097.5,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1
400,5754,81900.0,35.0,35.0,2340.0,2340.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1
401,5755,340000.0,137.0,137.0,2481.7518248175184,2481.751824817519,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0
402,5759,175000.0,65.0,65.0,2692.3076923076924,2692.3076923076924,2.0,6.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1
403,5803,245000.0,163.0,163.0,1503.0674846625766,1503.0674846625766,5.0,4.0,0.0,0.0,11.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
404,5807,110000.0,48.0,45.0,2291.6666666666665,2444.444444444445,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
405,5811,106708.0,46.0,38.0,2319.7391304347825,2808.105263157894,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
406,5812,108780.0,44.0,40.0,2472.2727272727275,2719.5,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0
407,5813,110852.0,44.0,40.0,2519.3636363636365,2771.3,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
408,5814,104636.0,41.0,38.0,2552.097560975609,2753.578947368421,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
409,5815,112924.0,44.0,40.0,2566.454545454545,2823.1,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
410,5816,105672.0,41.0,38.0,2577.365853658537,2780.842105263158,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
411,5817,113442.0,44.0,40.0,2578.2272727272725,2836.05,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
412,5818,115000.0,43.0,38.0,2674.418604651163,3026.315789473684,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
413,5819,113960.0,44.0,40.0,2590.0,2849.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
414,5820,110000.0,41.0,38.0,2682.926829268293,2894.7368421052643,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
415,5821,131572.0,51.0,42.0,2579.843137254902,3132.666666666666,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
416,5822,127500.0,51.0,42.0,2500.0,3035.714285714286,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
417,5823,132608.0,51.0,42.0,2600.156862745098,3157.333333333333,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
418,5824,110852.0,41.0,38.0,2703.7073170731705,2917.157894736842,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
419,5825,145040.0,48.0,41.0,3021.666666666666,3537.560975609756,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
420,5840,81900.0,35.0,30.0,2340.0,2730.0,1.0,6.0,0.0,1.0,3.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
421,5869,680000.0,187.0,168.0,3636.363636363637,4047.6190476190477,6.0,3.0,0.0,3.0,4.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
422,5872,127500.0,52.0,46.0,2451.923076923077,2771.7391304347825,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
423,5878,98000.0,35.0,32.0,2800.0,3062.5,1.0,20.0,1.0,4.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
424,5885,465000.0,163.0,163.0,2852.760736196319,2852.760736196319,4.0,6.0,1.0,1.0,2.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
425,5886,338900.0,52.0,52.0,6517.3076923076915,6517.3076923076915,2.0,11.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1
426,5887,98000.0,37.0,32.0,2648.648648648649,3062.5,1.0,8.0,1.0,3.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
427,5892,1750000.0,210.0,210.0,8333.333333333334,8333.333333333334,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
428,5893,119000.0,34.0,34.0,3500.0,3500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0
