,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,rooms,Almagro,Barrio Norte,Belgrano,Caballito,Flores,Palermo,Recoleta,San Telmo,Villa Crespo,Villa Urquiza,_parrilla,_gimnasio,_sum,_pileta,_hidromasaje,_vigilancia,_playrooom,_cancha,_solarium,_al_frente,_nuevo?,_lavadero,_aire,_calefaccion,_luminoso,_garage,_balcon,_baulera,_terraza
6410,230000.0,78.0,77.0,2948.717948717949,2987.012987012987,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
6411,560000.0,140.0,130.0,4000.0,4307.692307692308,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0
6412,140000.0,43.0,43.0,3255.813953488372,3255.813953488372,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
6413,185000.0,52.0,52.0,3557.6923076923076,3557.6923076923076,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
6414,145000.0,51.0,51.0,2843.137254901961,2843.137254901961,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6415,420000.0,138.0,126.0,3043.478260869565,3333.333333333333,4.0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1
6416,149000.0,69.0,65.0,2159.4202898550725,2292.3076923076924,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0
6417,435000.0,136.0,136.0,3198.529411764706,3198.529411764706,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
6418,249000.0,75.0,75.0,3320.0,3320.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
6419,175000.0,52.0,52.0,3365.384615384615,3365.384615384615,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6420,120000.0,50.0,43.0,2400.0,2790.697674418605,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
6421,175000.0,61.0,61.0,2868.852459016393,2868.852459016393,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6422,830000.0,136.0,119.0,6102.941176470588,6974.789915966387,4.0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0
6423,217500.0,63.0,63.0,3452.3809523809527,3452.3809523809527,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
6424,490000.0,112.0,92.0,4375.0,5326.086956521739,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1
6425,70000.0,36.0,36.0,1944.4444444444448,1944.4444444444448,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6426,82500.0,25.0,25.0,3300.0,3300.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6427,650000.0,229.0,229.0,2838.427947598253,2838.427947598253,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0
6428,93000.0,30.0,30.0,3100.0,3100.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6429,140000.0,44.0,44.0,3181.818181818182,3181.818181818182,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6430,200000.0,78.0,70.0,2564.102564102564,2857.142857142857,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6431,180000.0,80.0,71.0,2250.0,2535.211267605634,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
6432,82500.0,25.0,25.0,3300.0,3300.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6433,235000.0,110.0,95.0,2136.3636363636365,2473.684210526316,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
6434,82500.0,25.0,25.0,3300.0,3300.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6435,210000.0,68.0,48.0,3088.2352941176478,4375.0,2.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1
6436,950000.0,402.0,284.0,2363.1840796019897,3345.070422535212,6.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
6437,210000.0,68.0,48.0,3088.2352941176478,4375.0,2.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1
6438,76000.0,20.0,20.0,3800.0,3800.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
6439,169000.0,59.0,55.0,2864.406779661017,3072.7272727272725,2.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
6440,92000.0,38.0,34.0,2421.0526315789475,2705.882352941177,1.0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
6441,100714.0,26.0,26.0,3873.615384615385,3873.615384615385,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0
6442,750000.0,297.0,297.0,2525.252525252525,2525.252525252525,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
6443,1500000.0,350.0,350.0,4285.714285714285,4285.714285714285,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
6444,148000.0,50.0,50.0,2960.0,2960.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0
6445,78000.0,32.0,29.0,2437.5,2689.655172413793,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
6446,260000.0,90.0,83.0,2888.888888888889,3132.5301204819275,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6447,148000.0,52.0,49.0,2846.1538461538453,3020.4081632653056,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
6448,720000.0,175.0,90.0,4114.285714285715,8000.0,2.0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1
6449,500000.0,148.0,145.0,3378.3783783783783,3448.2758620689656,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6450,330000.0,133.0,133.0,2481.203007518797,2481.203007518797,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
6451,720000.0,175.0,90.0,4114.285714285715,8000.0,2.0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1
6452,720000.0,175.0,90.0,4114.285714285715,8000.0,2.0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1
6453,720000.0,175.0,90.0,4114.285714285715,8000.0,2.0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1
6454,720000.0,175.0,90.0,4114.285714285715,8000.0,2.0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1
6455,890000.0,168.0,168.0,5297.619047619048,5297.619047619048,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
6456,285000.0,73.0,68.0,3904.109589041096,4191.176470588235,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0
6457,300000.0,112.0,100.0,2678.5714285714284,3000.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
6458,1400000.0,460.0,283.0,3043.478260869565,4946.996466431096,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6459,350000.0,98.0,53.0,3571.4285714285716,6603.773584905661,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6460,370000.0,74.0,67.0,5000.0,5522.3880597014895,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6461,295000.0,50.0,50.0,5900.0,5900.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6462,55000.0,25.0,25.0,2200.0,2200.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
6463,340000.0,120.0,120.0,2833.333333333333,2833.333333333333,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6464,185000.0,70.0,60.0,2642.857142857143,3083.333333333333,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1
6465,118000.0,30.0,28.0,3933.333333333334,4214.285714285715,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
6466,260000.0,43.0,43.0,6046.511627906978,6046.511627906978,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6467,145000.0,54.0,45.0,2685.1851851851848,3222.222222222222,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0
6468,110000.0,55.0,55.0,2000.0,2000.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6469,98656.79,37.0,34.0,2666.3997297297296,51738.235294117636,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
6470,155000.0,34.0,31.0,4558.823529411765,5000.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6471,232048.0,78.0,68.0,2974.9743589743603,3412.470588235294,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6472,840000.0,181.0,171.0,4640.883977900552,4912.280701754386,4.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1
6473,530000.0,233.0,233.0,2274.678111587983,2274.678111587983,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
6474,720000.0,175.0,90.0,4114.285714285715,8000.0,3.0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1
6475,720000.0,175.0,90.0,4114.285714285715,8000.0,3.0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1
6476,290000.0,118.0,118.0,2457.627118644068,2457.627118644068,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1
6477,234404.0,78.0,68.0,3005.1794871794873,3447.1176470588234,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6478,369000.0,99.0,92.0,3727.2727272727284,4010.869565217392,4.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
6479,230000.0,86.0,79.0,2674.418604651163,2911.3924050632922,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6480,120000.0,30.0,25.0,4000.0,4800.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6481,255000.0,61.0,55.0,4180.327868852459,4636.363636363636,2.0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1
6482,118000.0,41.0,38.0,2878.0487804878053,3105.263157894737,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
6483,245000.0,45.0,40.0,5444.444444444444,6125.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0
6484,130000.0,64.0,64.0,2031.25,2031.25,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6485,1500000.0,610.0,500.0,2459.016393442623,3000.0,7.0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1
6486,310000.0,77.0,77.0,4025.974025974026,4025.974025974026,3.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0
6487,270000.0,108.0,108.0,2500.0,2500.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1
6488,324000.0,120.0,120.0,2700.0,2700.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1
6489,330000.0,118.0,118.0,2796.610169491525,2796.610169491525,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1
6490,105000.0,48.0,45.0,2187.5,2333.333333333333,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
6491,340000.0,125.0,125.0,2720.0,2720.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
6492,348000.0,120.0,120.0,2900.0,2900.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1
6493,350000.0,120.0,120.0,2916.666666666666,2916.666666666666,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1
6494,82000.0,55.0,32.0,1490.909090909091,2562.5,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1
6495,105000.0,46.0,43.0,2282.608695652174,2441.860465116279,2.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
6496,124000.0,51.0,45.0,2431.372549019608,2755.555555555556,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6497,124000.0,51.0,45.0,2431.372549019608,2755.555555555556,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6498,107680.65,37.0,34.0,2910.2878378378377,56470.58823529412,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
6499,96536.83,80.0,19.0,1206.710375,90594.73684210527,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
6501,277900.0,97.0,82.0,2864.948453608248,3389.0243902439024,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
6502,890000.0,240.0,182.0,3708.333333333334,4890.10989010989,4.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1
6503,130000.0,30.0,30.0,4333.333333333333,4333.333333333333,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
6504,70637.39,35.0,31.0,2018.211142857143,40629.03225806452,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
6505,298000.0,92.0,83.0,3239.1304347826085,3590.361445783133,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
6506,73379.88,35.0,31.0,2096.5679999999998,42206.451612903234,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
6507,79178.93,32.0,28.0,2474.3415625,50421.428571428565,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
6508,115000.0,37.0,37.0,3108.108108108108,3108.108108108108,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6509,75382.07,30.0,26.0,2512.735666666667,51696.15384615384,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
6510,90491.01,36.0,32.0,2513.6391666666664,50421.875,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
6511,82930.93,33.0,29.0,2513.058484848485,50989.65517241379,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
6512,73912.67,35.0,31.0,2111.7905714285707,42512.90322580645,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
6513,86469.81,34.0,31.0,2543.229705882353,49735.483870967735,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
6514,93098.9,34.0,31.0,2738.2029411764706,53548.3870967742,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
6515,91416.39,31.0,25.0,2948.915806451613,65200.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
6516,153000.0,68.0,66.0,2250.0,2318.181818181818,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
6517,186000.0,66.0,64.0,2818.181818181818,2906.25,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6518,140095.0,45.0,41.0,3113.222222222222,3416.9512195121947,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
6519,300000.0,50.0,50.0,6000.0,6000.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
6520,750000.0,109.0,91.0,6880.733944954129,8241.758241758242,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
6521,171049.0,51.0,43.0,3353.901960784314,3977.883720930232,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
6522,400000.0,80.0,69.0,5000.0,5797.101449275363,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
6523,177958.0,51.0,43.0,3489.372549019608,4138.558139534884,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
6524,181517.0,51.0,43.0,3559.1568627450984,4221.325581395349,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
6525,151595.0,48.0,45.0,3158.229166666666,3368.777777777778,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
6526,157719.0,48.0,45.0,3285.8125,3504.866666666667,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
6527,144186.0,41.0,41.0,3516.731707317073,3516.731707317073,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
6528,164148.0,45.0,45.0,3647.733333333333,3647.733333333333,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
6529,359920.0,110.0,105.0,3272.0,3427.809523809524,4.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
6530,250000.0,91.0,91.0,2747.2527472527468,2747.2527472527468,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
6531,930000.0,240.0,240.0,3875.0,3875.0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1
6532,395000.0,170.0,136.0,2323.5294117647063,2904.4117647058824,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
6533,180000.0,70.0,70.0,2571.428571428572,2571.428571428572,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
6534,150000.0,62.0,58.0,2419.3548387096776,2586.2068965517237,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0
6535,185000.0,70.0,70.0,2642.857142857143,2642.857142857143,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6536,340000.0,125.0,115.0,2720.0,2956.521739130435,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0
6537,112000.0,45.0,45.0,2488.8888888888887,2488.8888888888887,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6538,190000.0,70.0,60.0,2714.285714285714,3166.666666666666,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6539,3000000.0,250.0,250.0,12000.0,12000.0,4.0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1
6540,115000.0,40.0,34.0,2875.0,3382.3529411764707,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6541,103000.0,33.0,28.0,3121.212121212121,3678.571428571429,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0
6542,480000.0,129.0,129.0,3720.9302325581393,3720.930232558139,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
6543,189000.0,54.0,54.0,3500.0,3500.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6544,207000.0,67.0,67.0,3089.5522388059703,3089.5522388059703,2.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0
6545,125000.0,39.0,39.0,3205.128205128205,3205.128205128205,2.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
6546,315000.0,108.0,108.0,2916.6666666666665,2916.666666666666,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
6547,155000.0,70.0,70.0,2214.285714285714,2214.285714285714,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6548,420000.0,118.0,109.0,3559.322033898305,3853.211009174312,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0
6549,228000.0,110.0,102.0,2072.7272727272725,2235.294117647059,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0
6550,250000.0,155.0,138.0,1612.9032258064515,1811.5942028985507,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0
6552,590649.0,159.0,141.0,3714.77358490566,4189.0,4.0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
6553,519702.0,142.0,115.0,3659.8732394366198,4519.147826086956,4.0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
6554,234031.0,63.0,54.0,3714.777777777778,4333.907407407408,2.0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
6555,221029.0,60.0,55.0,3683.816666666666,4018.7090909090907,2.0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
6556,125000.0,59.0,59.0,2118.64406779661,2118.64406779661,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
6557,110000.0,70.0,67.0,1571.4285714285709,1641.7910447761194,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
6558,105000.0,58.0,58.0,1810.344827586207,1810.344827586207,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6559,115000.0,53.0,53.0,2169.811320754717,2169.811320754717,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
